Timestamp,Original,Processed,Relation
1739166862464,57.128431239212084,58.128431239212084,1
1739166863476,95.74088192042744,96.74088192042744,1
1739166864485,91.45613631623578,92.45613631623578,1
1739166865491,48.57702396483176,49.57702396483176,1
1739166866499,6.969570514471776,7.969570514471776,1
1739166867499,5.323890433107877,6.323890433107877,1
1739166868510,45.30048522710985,46.30048522710985,1
1739166869517,89.56311921811886,90.56311921811886,1
1739166870527,96.93296930557219,97.93296930557219,1
1739166871536,60.409393456207454,61.409393456207454,1
1739166872546,14.122508318594704,15.122508318594704,1
1739166873560,1.4627474130364035,2.4627474130364035,1
