Timestamp,Original,Processed,Relation
1739128803697,0.9212344690920418,2.7637034072761253,1.8424689381840835
1739128804698,31.940749439548032,95.8222483186441,63.88149887909607
1739128805707,79.83817870692552,239.51453612077654,159.676357413851
1739128806721,99.82925848300725,299.48777544902174,199.65851696601447
1739128807733,72.91719484325611,218.75158452976834,145.83438968651222
1739128808747,24.427597700020915,73.28279310006275,48.855195400041836
1739128809756,0.014312174902087804,0.04293652470626341,0.02862434980417561
1739128810763,22.276597328362698,66.8297919850881,44.553194656725395
1739128811776,70.58307483360707,211.7492245008212,141.16614966721414
1739128812787,99.54829084603429,298.64487253810285,199.09658169206855
1739128813800,81.91609709822308,245.74829129466923,163.83219419644615
1739128814810,34.381652178162234,103.14495653448671,68.76330435632448
1739128815820,1.4703311711123632,4.41099351333709,2.9406623422247264
1739128816826,13.857808427478659,41.57342528243598,27.715616854957318
1739128817838,60.133860954959076,180.40158286487724,120.26772190991817
1739128818847,96.83513454854562,290.5054036456369,193.67026909709125
1739128819853,89.8557347056809,269.5672041170427,179.7114694113618
1739128820858,45.8797554758773,137.63926642763192,91.75951095175462
1739128821868,5.611018339486634,16.833055018459902,11.222036678973268
1739128822879,6.92810195633519,20.78430586900557,13.85620391267038
