Timestamp,Original,Processed,Relation
1739166905864,28.737368753998894,29.737368753998894,1
1739166906869,76.8028305043535,77.8028305043535,1
1739166907879,99.9993843282401,100.9993843282401,1
1739166908882,76.67924872383705,77.67924872383705,1
1739166909893,28.334323431774227,29.334323431774227,1
1739166910902,0.3224478170893903,1.3224478170893903,1
1739166911905,18.504924096408963,19.504924096408963,1
1739166912914,66.08733269367349,67.08733269367349,1
1739166913922,98.62312230950093,99.62312230950093,1
1739166914931,85.76380246655877,86.76380246655877,1
1739166915941,39.43127826901773,40.43127826901773,1
