Timestamp,Original,Processed,Relation
1739168760361,74.7612314205997,75.7612314205997,1
1739168761375,99.9625565907752,100.9625565907752,1
1739168762382,78.33517641498226,79.33517641498226,1
1739168763392,30.184207472893483,31.184207472893483,1
1739168764393,0.6570538808861741,1.6570538808861741,1
1739168765403,16.914699570225416,17.914699570225416,1
1739168766417,64.34111251589592,65.34111251589592,1
1739168767424,98.14982389081237,99.14982389081237,1
1739168768432,87.12130808263166,88.12130808263166,1
1739168769432,41.82115672718189,42.82115672718189,1
1739168770445,3.8209996612954242,4.820999661295424,1
1739168771454,9.176305828407394,10.176305828407394,1
1739168772454,52.235389351764525,53.235389351764525,1
1739168773469,93.61099664766076,94.61099664766076,1
1739168774482,93.8328664272222,94.8328664272222,1
1739168775492,52.94179274299456,53.94179274299456,1
1739168776502,9.296381641139604,10.296381641139604,1
1739168777516,3.8373630998940627,4.837363099894063,1
1739168778518,41.32104797573984,42.32104797573984,1
