TIMESTAMP,ORIGINAL_DATA,MULTIPLIED_DATA,DIVIDED_DATA
1739008734655,77.82837491540128,155.65674983080257,38.91418745770064
1739008735666,77.42770820071993,154.85541640143987,38.71385410035997
1739008736673,74.35657394018953,148.71314788037907,37.17828697009477
1739008737684,73.18904101853829,146.37808203707658,36.594520509269145
1739008738694,71.08566301844934,142.17132603689868,35.54283150922467
1739008739704,76.36907924615937,152.73815849231875,38.18453962307969
1739008740714,76.83725368143499,153.67450736286997,38.418626840717494
1739008741728,73.1681875750618,146.3363751501236,36.5840937875309
1739008742741,79.74804285737389,159.49608571474778,39.874021428686945
1739008743749,77.85944507290324,155.71889014580648,38.92972253645162
1739008744758,71.17653391618653,142.35306783237306,35.588266958093264
1739008745767,73.1165821519538,146.2331643039076,36.5582910759769
1739008746779,71.32773093957663,142.65546187915325,35.66386546978831
1739008747781,73.75466591756981,147.50933183513962,36.877332958784905
1739008748795,73.84594576242452,147.69189152484904,36.92297288121226
1739008749811,75.11559665493766,150.23119330987532,37.55779832746883
1739008750824,75.86422617836233,151.72845235672466,37.932113089181165
1739008751836,71.85938505201149,143.71877010402298,35.929692526005745
1739008752850,73.26424111653492,146.52848223306984,36.63212055826746
1739008753863,76.65369848889426,153.30739697778853,38.32684924444713
1739008754879,76.35075254047678,152.70150508095355,38.17537627023839
1739008755893,73.10437951108268,146.20875902216537,36.55218975554134
1739008756908,71.62077876071744,143.24155752143488,35.81038938035872
1739008757923,70.46933104296491,140.93866208592982,35.234665521482455
1739008758934,78.50020645602399,157.00041291204798,39.250103228011994
1739008759947,75.06209531827419,150.12419063654838,37.531047659137094
1739008760960,75.54962853955934,151.09925707911867,37.77481426977967
1739008761976,76.83384255256411,153.66768510512821,38.416921276282054
1739008762990,72.2033537576448,144.4067075152896,36.1016768788224
1739008763997,76.18199948613794,152.36399897227588,38.09099974306897
1739008764998,73.91772003114544,147.83544006229087,36.95886001557272
1739008766003,72.54497376823011,145.08994753646022,36.272486884115054
1739008767015,79.3336412851471,158.6672825702942,39.66682064257355
1739008768027,71.64784255425418,143.29568510850837,35.82392127712709
1739008769027,76.30877065179364,152.61754130358727,38.15438532589682
1739008770041,78.56981911138139,157.13963822276278,39.284909555690696
1739008771054,75.49887652580429,150.99775305160858,37.749438262902146
1739008772063,73.84162331927831,147.68324663855662,36.920811659639156
1739008773074,78.50946213720724,157.01892427441447,39.25473106860362
1739008774084,71.69560619120409,143.39121238240818,35.847803095602046
1739008775098,77.0287206830263,154.0574413660526,38.51436034151315
1739008776107,70.85114664073222,141.70229328146445,35.42557332036611
1739008777118,70.49617250723911,140.99234501447822,35.248086253619554
1739008778132,76.08438075860604,152.1687615172121,38.04219037930302
1739008779146,72.06755595100806,144.13511190201612,36.03377797550403
1739008780158,70.8493527517101,141.6987055034202,35.42467637585505
1739008781170,77.47176720799584,154.94353441599168,38.73588360399792
1739008782180,74.02855134499066,148.05710268998132,37.01427567249533
1739008783190,75.52996437047527,151.05992874095054,37.764982185237635
1739008784201,72.37433056566628,144.74866113133257,36.18716528283314
1739008785211,75.51596669677436,151.0319333935487,37.75798334838718
1739008786224,70.93531805114155,141.8706361022831,35.467659025570775
1739008789920,71.41192644313813,142.82385288627626,35.705963221569064
1739008790926,70.43243673060016,140.86487346120032,35.21621836530008
1739008791935,77.77929652513686,155.5585930502737,38.88964826256843
1739008792949,74.2060001548173,148.4120003096346,37.10300007740865
1739008793960,70.12215576910972,140.24431153821945,35.06107788455486
1739008794966,77.5973828646783,155.1947657293566,38.79869143233915
1739008795978,72.21276042043097,144.42552084086194,36.106380210215484
1739008796993,71.8258939143185,143.651787828637,35.91294695715925
1739008798002,73.10245555578021,146.20491111156042,36.551227777890105
1739008799014,72.57651224803706,145.15302449607412,36.28825612401853
1739008800024,78.24797733564708,156.49595467129416,39.12398866782354
