Timestamp,Y1,Y2,Y3,Y4
1739430399647,104.65096429148676,48.75375039776171,92.13526676948254,87.49958469082372
1739430399755,98.9703780718817,42.70357966983562,90.33105958983768,85.68327239468131
1739430399864,100.33508324943793,37.93739625591355,94.52974156369706,83.39590877615237
1739430399972,99.1465516612308,30.211552980637883,92.89169811433601,81.02111978223665
1739430400081,94.85135064793735,24.06260541894935,97.4901453104982,76.08008962300184
1739430400190,90.17134554713576,23.9686327910021,96.96398793912881,75.9548635580395
1739430400301,90.62776320499837,17.185307740616857,98.99218005538908,74.30263071433012
1739430400408,86.81151817391836,12.078348397058695,100.89294357670379,68.58916704274124
1739430400517,78.58969059926638,8.650000138798488,101.37554922563733,67.79802661543339
1739430400627,74.74137675771874,9.22483019296156,99.56161110383658,62.41352828404889
1739430400735,69.7622022433236,4.082017417054993,103.51585552814286,62.50043576355796
1739430400846,67.61097539947035,2.5697313598111973,104.35598741284558,57.713388633169174
1739430400954,60.540921575443804,1.0305567644161528,100.05316036200584,56.52809167961103
1739430401062,54.78489693665851,4.91772414892891,103.04470726810037,54.918918629447326
1739430401171,50.663989239622374,0.4019085100154707,102.8472037434703,53.06957702637265
1739430401278,46.05665787275326,5.2054623160022135,104.67381853340042,48.45356531285005
1739430401388,36.05258966413648,5.953681401995724,103.27683277431626,43.640273079851234
1739430401496,33.78963615355319,4.344380625468386,102.13879183414058,44.67622911475818
1739430401604,27.914072353589535,7.392384269003232,100.6772150518317,39.1683973348626
1739430401714,21.501038078671726,11.237021514340041,101.26105593050842,37.023827618696174
1739430401827,21.839944184855938,17.453418487856418,100.55234725136363,34.437709255857776
1739430401935,13.430238466813973,19.2149433722674,100.0206067812975,31.292000699013848
1739430402045,13.516024127037529,25.22656682787081,95.42118978549482,29.81180783192255
1739430402153,7.750155655020484,28.15233606968169,97.99787919059769,26.646974903307264
1739430402262,7.995648910252913,33.41305946203897,95.4033696983879,23.3092129160179
1739430402373,3.268045835452004,39.58790044884283,94.71594905333517,22.68269819464872
1739430402482,2.649670617294801,41.022972114712005,89.86788034482746,20.551791710284284
1739430402590,0.4575371622306579,46.2047247285375,88.91521820166845,17.72911967924821
1739430402698,0.42931223938903895,53.16047607460878,85.81460765221196,18.76240371573479
1739430402806,4.235224750156506,60.6353724955063,83.42963770217314,13.975925645282302
1739430402915,2.8585732487067403,63.09283125429715,80.8950134000905,13.477711247801249
1739430403022,5.154851390221197,71.95953263430019,80.81391297126645,13.007601733369155
1739430403129,7.548684379736032,75.57653332541254,80.51005533070045,8.64438868117885
1739430403237,7.902110539329226,77.62659591677156,76.03937758109544,10.662228393683547
1739430403345,14.304166987351334,81.16609605647793,76.15984610273095,8.583182739535804
1739430403453,18.46947834244208,87.26724704362817,73.64263181397699,4.15739520097632
1739430403561,21.859037573476197,93.28386354504312,70.57092557315524,6.961740856506482
1739430403667,27.36179317562346,95.31909884451547,66.02891440089874,5.353217471609175
1739430403775,29.254020152687456,95.14880562850765,62.63834036430304,3.779027398666833
1739430403883,35.18438014408778,97.71923794254022,59.73290153624049,2.3679527827107694
1739430403993,38.09133657339196,99.70728900481416,56.46880765341636,4.761680980493102
1739430404102,45.86625101787371,101.95854811604063,58.47673637336908,1.8440039046563201
1739430404211,48.58811379762125,103.82102284390125,55.69303198482423,3.7218999784185254
1739430404321,58.06135807858472,100.7159009821196,49.408132894964844,4.734518149554057
1739430404431,61.52955423164846,103.15647401836871,46.496215919426604,4.728971359254779
1739430404541,66.6896935704198,97.91022737381968,44.12856501245144,3.8378792628576375
1739430404648,71.4795197169223,99.58797169083543,43.789327654884666,2.743787276497564
1739430404758,76.01557463081535,94.51033443301165,41.763313473122054,3.8001836455431888
1739430404867,81.59005003538105,90.80060073866913,36.60426846771564,6.722553486797125
1739430404977,83.60904167667398,89.209341914058,36.854635987444716,3.9106151059816767
1739430405085,91.68036781425438,86.95691331993618,31.990753983417545,7.984269735702451
1739430405193,93.66204711394349,82.26024843781323,30.08465141553321,6.806726844192406
1739430405304,95.143967113945,76.53171303590243,28.03965849565106,8.794071512965793
1739430405412,98.4053495583548,72.12556242750844,26.660657235946637,10.023047892606838
1739430405521,101.52765524089668,67.94732718747379,23.273827826709898,13.459999284199116
1739430405629,102.09163822691211,60.24674596302505,22.681813327372367,15.993008751361572
1739430405739,103.11795204503873,58.400946994339975,20.74377503911198,14.882895578830025
1739430405847,104.94932153453414,48.571848288095715,14.778563363632422,19.126837218694263
1739430405954,99.94627471493655,44.38244215564273,12.888599173468537,21.668368057631493
1739430406063,100.64330007801223,38.15455813247374,14.92668031088703,21.677482289922963
1739430406171,99.42529706830767,36.1175829369296,10.177804587650538,25.087775510281205
1739430406280,99.31075939602201,30.93237333264154,11.707194684591345,25.9843991185602
1739430406391,96.65070660374978,24.661634667587155,10.06170589500686,30.326458854010816
1739430406501,92.00939038841929,22.878696605412188,6.745911283586368,33.239955808500454
1739430406610,87.0350508003604,16.351710908822508,6.100267842438329,34.81348563833581
1739430406717,85.04842712430619,11.705929642179068,4.313510541434917,35.46994898197451
1739430406825,79.51441505825169,11.821472265165616,6.285282927114483,39.36807113239993
1739430406934,74.14669588063852,7.9961877833189945,4.4274030501124475,42.92235812036712
1739430407043,67.7478464363889,3.7026498275961366,1.846074138304608,42.41807222699998
1739430407151,65.12973777440438,3.850712525755868,0.8674496719152129,48.24992380013461
1739430407261,59.273159159194925,5.2477914419937495,1.5772671396552176,49.25109844921824
