Index,Y1 Live,Y1 Proceed,Y1 Relational,Y2 Live,Y2 Proceed,Y2 Relational,Y3 Live,Y3 Proceed,Y3 Relational,Y4 Live,Y4 Proceed,Y4 Relational
0,20.567249441383762,22.76146299425243,21.51394013393236,88.65784707964535,91.48027241847096,90.21245214649201,70.59466861931043,67.27956644688538,69.19509274428886,4.246761379269859,6.7205644209232105,3.9455925391163316
1,25.271962426569473,24.609655505135667,25.21899055195983,96.5579442888697,96.4400805504911,95.06779037418195,66.27264597880432,67.34742631077467,68.31991650604203,5.3169621432960295,4.385211067069227,6.524699630022157
2,28.350913629013075,29.339742793953253,31.691077405119117,95.53354805281792,98.49636834903484,97.71093782068333,63.32135079926437,62.569781477610206,61.99600421100809,3.829534480039552,3.198629943095666,5.842540929587726
3,34.505591263809556,35.157437351286305,37.176503521573395,98.22816075754825,98.9712945553082,98.31282815534858,62.59606474624646,61.75934722868878,59.36898977492136,4.417059068780888,1.8867336975343068,2.873019077825444
4,41.49656350421684,38.718655056654086,38.280122989730074,99.84505054433284,100.57776905672715,102.5344726897781,57.91855790442566,58.487977202487784,57.70405003345561,4.6020625698889015,2.2727834198806276,3.172395272108931
5,46.0426465243618,44.24222198931374,44.218916745412045,104.22706814596432,102.98854327624127,101.30226714451007,58.48695424688089,55.11817891765794,55.52882145363337,0.12747461743351707,1.0875976346020209,2.422204001210536
6,49.61651843329208,51.19061429631279,48.79584338450049,100.67723971570321,104.19032154174249,101.68709201216473,51.380762967813126,54.69153869243949,55.099285398464446,3.6042658600995927,3.6675601505090363,2.101282740327343
7,57.231123308635226,58.25827325457893,56.5735072126243,104.1231131906754,102.40702938037059,104.4681167950849,52.688772227479404,51.108761630594735,50.51125870645379,2.1667302847838448,2.801398198429574,3.503676039824132
8,60.17278044210162,62.8757307964432,61.005601434967794,102.31494828553987,102.54909860721112,100.08662921850166,47.765715437835404,48.7001875044476,49.371630389604434,3.7836109206588926,4.667243084498029,4.117201876230116
9,68.68606096529763,67.56743711365651,64.93810147973815,100.95243528081538,102.38756989254948,101.04006886927017,47.060755238370284,44.52431383257422,44.230132806667285,4.78273878093439,4.306887964818129,4.941136599472007
10,71.13805474918115,72.7997348597081,70.48312565782894,99.43831928840316,99.02748758652444,100.96402271137362,43.95342239061062,43.84071254445479,44.357800050970894,3.488652936441889,5.350348645396757,5.615744163605846
11,79.08228254736244,74.61599637217627,76.83525764138206,96.6622624993231,96.03779875673176,95.1669236849405,37.81239122347458,39.33121657988576,38.33121218375003,5.232858959739628,6.40753034693872,2.195798094706009
12,80.82747507036419,79.72724705612185,79.0863898856367,95.18254297915742,91.9211693892908,91.78219643596513,37.74131782575122,39.69100707065907,35.23441735265176,3.68004697257396,3.9056329297738044,4.059216377941666
13,85.2196138217781,85.43659074867777,84.23342794358544,91.01327593762281,88.89612477548154,91.69075191093506,34.95906210407357,36.34055142829024,35.809960512651266,6.290928696023467,4.483673043167336,7.5788834561793195
14,89.90572783170529,88.66923882107398,92.08410343322916,86.15758318816577,84.43015477152323,87.44987042200621,30.071068343287827,29.978657221569513,34.62283429159198,6.986374321668565,5.0520098521557575,5.636310323736528
