Index,Y1 Live,Y1 Proceed,Y1 Relational,Y2 Live,Y2 Proceed,Y2 Relational,Y3 Live,Y3 Proceed,Y3 Relational,Y4 Live,Y4 Proceed,Y4 Relational
0,81.50957082237784,77.9735812204758,79.79324122557348,10.167491260629715,12.333661977015327,7.783227354633049,99.31078777963567,100.01214817822671,102.87810145313739,64.91284830559054,68.38751090881938,64.03123849586672
1,72.19945949945101,76.26943625478454,75.8924650532511,7.05436810158953,6.050864385084391,6.7851181803793645,102.68977787414546,100.98870439357856,102.76059523598958,62.71705209926099,64.8663898058147,65.28251486524084
2,66.97916982235358,67.72281550658411,67.28017850995647,3.6329161636477663,4.193967148064413,4.6781003708212765,101.1436638030247,101.21644935344469,99.45892157996764,62.927178775039586,61.0773186088862,59.11270059974822
3,62.78712496263765,62.231257156763185,65.9642011374508,5.830897164639353,1.4074708420720754,2.6226996502789364,103.42054748426119,103.2200793572314,101.06716015626596,57.657469500356626,56.909531048914126,56.5164444735725
4,56.27135395761603,61.19368301425629,59.38229755997019,4.3757540559806944,4.482324265012027,1.8035392947111468,104.33990979735744,103.51133883547453,101.06598514851474,53.727543711009915,53.321637009046,57.19405756072169
5,53.634801212088064,53.39418132964485,54.28410264894871,3.2345425875292797,4.490620489584797,1.9001521615295136,100.69241727994897,102.4026209106234,100.97527217544517,52.750768082409266,52.176796111265546,53.73223919241753
6,48.146616422308,47.90938271739517,49.10007844470486,2.1402842068896,0.7900775396156259,3.068974792817344,101.8172780116307,100.5654308623668,103.12332787036382,49.095376420872206,51.414250058218435,49.2369659026648
7,44.97065577508317,40.762684400125316,42.95075405136603,3.4691752527082054,4.0258639542178685,5.306100053765536,102.0095415702123,101.00633324878528,103.78490154976969,46.04124611537059,46.52629380654996,45.08709064076533
8,37.21669197547374,35.75947530833261,37.50187016409663,4.0910157792200215,3.324286660912123,3.8007967082244627,103.47543670671112,102.3230520619935,101.87000440646875,45.748257723584004,45.27470179857342,42.704479119064054
9,34.48075310197721,33.7508505532587,31.58535491511847,4.623476871436304,4.358900067794343,6.087509868775088,103.81122100940783,100.14950381178869,102.34053289196304,43.2856925728435,43.89567079624139,40.42985052626003
10,25.95610288587866,25.04004223999256,29.464877533330487,9.108529989176084,6.809056704083309,8.763878934182564,100.22944536547622,103.03978345151137,102.8610480232429,37.2379922495649,37.780543532597875,41.72276498708335
11,23.22862000620332,23.972377825349522,23.32386132013495,13.954604607467818,10.141634910229477,12.218450850884489,101.47849364329146,98.50914169942715,97.51375575320058,39.13565699806833,38.5463639803352,38.18517756635765
12,20.177545940216454,21.136746853728027,19.042648338724455,15.431146861544091,14.273812268601361,13.27127907767118,100.41704740068396,100.8774265998313,100.72059466492583,32.179092785500366,34.447037205928616,32.12291866980405
13,16.795531486442282,16.755468082117762,13.954796769417387,20.167252875480322,20.15985958505553,19.88158115458846,99.40535314447546,97.55138656489089,95.84655334415076,33.27539426495261,34.30476505050352,33.35955682148861
14,11.975272570099253,9.427807988933544,12.278581232669998,22.280937208602893,25.119752543755336,22.50736111375259,95.34669166278036,94.55432016382434,98.50959552120617,29.06678233751147,29.642970605539908,29.69621676290793
15,6.355071481927503,6.203776103743184,9.475307034167727,28.41820987905242,30.42419606935409,29.939836884889676,97.80189378141753,97.08417881655996,94.36363539178767,24.604912941773392,28.8284820231859,25.964980688084776
16,7.0924413634380326,4.3076112050194375,6.477820189605187,34.2322567416889,31.213205816832758,34.80415214588194,93.63847079571434,94.47119925456734,92.81210608703545,23.921380475705277,24.378950466006213,25.22474848273994
17,6.132511862029804,6.50098152974822,2.694621410526007,36.00660697196979,36.65362745168048,38.15594541374631,93.49716099291844,90.37482639913667,91.80391819589619,21.596348155032597,23.99482870851769,20.983214582048124
18,4.372282571863563,3.6884133161215313,2.2300732341335125,43.92052396242687,43.684428420577035,45.01908041242187,92.25557239733165,92.67920906246641,91.1136774261347,20.76018800178455,18.02591632267522,19.734226977949927
19,4.749656457212053,1.418685001659927,2.9013899887294934,47.81613336504161,47.113088399022075,48.234306137505904,88.60919517245702,88.80977085695,89.06368146104005,19.61137872408021,18.550257742754685,19.822387329385407
20,3.253049999004289,0.9231290847870914,4.489939670451565,55.03118163390137,56.12315502003684,52.16517687967668,88.88321447827052,87.36355432984297,86.12693661275567,18.257491094226722,17.92510892401913,17.799925734020945
21,5.290369491901396,3.5955249395256406,2.4670143225292516,58.15438224314507,62.37955326259864,59.72114222390104,85.2990831295721,84.32327859731652,84.53976867427114,13.20369098043142,12.93418946215923,15.412218726825737
22,3.5839011809642125,4.922470432004197,5.304445052745802,63.60383157334789,64.28239805017373,67.03816806679094,80.83952561657017,84.55147849116433,81.79738185519119,14.299613245201348,11.93725437647145,14.706944879230647
23,4.895764516864809,5.556166243512462,5.598064933939358,68.20816589940603,69.62068937246318,68.87643492316741,81.73479830462952,82.45764618822287,79.68313756020012,9.542594639791893,13.60499920163062,13.511978134002938
24,6.645419308877711,6.4632464855527,7.343950019290659,76.16598609831101,74.15542900530727,76.01069286930296,78.47991396594463,78.79600904987488,80.6624621585668,9.755356134483472,9.613179852310969,9.310618650435657
